team_id,fifa_code,model_version,default_formation,attack,midfield,defense,goalkeeping,depth,set_pieces,overall,lineup_player_ids,lineup_roles,confidence_score,uncertainty,is_estimated
iraq,IRQ,rating-model-2026.06.24-v1,4-3-3,69,69,68,74,70,70,69,d078ef1a-bd90-58e6-89a1-d8eb9191d1e3|38412ae7-8b88-57a2-8e83-fe45b0c22128|992dee4f-f884-5f97-babc-7e9afed2dcd2|c2fbccad-1fc2-5ffa-851b-d774000f150c|9ce95c8b-f971-5c03-a194-167c924d442b|d76caa59-5abd-5194-9027-837ceadee3a6|1dfb5e01-11a7-570a-b5b2-9021e1ac7428|3d0dd2f5-3cf5-5dcf-ba6e-1ada54f51d74|305d97e5-772b-589f-9023-1a939069bde1|f17cbefb-b8db-5d35-8cfa-bd6b761d163b|2fb225ec-febc-5b65-94ab-d4e8c6335915,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.636,0.364,true
japan,JPN,rating-model-2026.06.24-v1,4-3-3,70,71,70,73,71,71,71,88e32c92-983d-55ef-a80e-267c2d9ee76c|b1a524a5-754a-54cf-93d6-c91ab8f554df|2a38b30e-aae8-5138-b836-8fd505d69e8c|73a0ec20-5feb-5b2b-a39f-b0dbbe5e1e05|0925c064-4017-59de-9ad6-7cf789640993|7e44d1fc-4b33-5481-ab00-9bf825e4349f|e8f1e6fa-f84b-5fa6-95bb-3724b3172296|94b758f7-7514-518e-8f97-98bf327408cb|8a984f0b-6c44-5daf-9dba-c3aa1ffa679a|c37364f8-ea34-5b73-bd50-525431595453|cb61e3b0-0a76-5f09-9f9e-f2aaef0042e0,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.657,0.343,true
jordan,JOR,rating-model-2026.06.24-v1,4-3-3,69,69,68,74,69,70,69,d03103b6-1413-54bf-aa85-14793a94c8e7|3e719851-ae11-550b-a2d8-210832dd1484|dbfbcb9b-34c4-5528-8951-7b1948808a6e|02a9186b-cbf9-519e-ad4e-da60ddc16ee6|1ca3b99c-25a3-5e76-ab33-f098f85b4401|4d947004-c0d2-598d-b0c0-55ac52a00ab2|595576fb-1c41-57fe-8b4c-26aae2a73d18|85bf4f47-ed7f-592d-ac21-040a323fe06a|79c8742c-9c1e-54b8-ae6e-5e730dc0d3dc|1f3521ae-177f-52c5-9861-027f350ac755|3f64488a-b2aa-5aa7-a233-de06ccc0e2bf,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.631,0.369,true
korea-republic,KOR,rating-model-2026.06.24-v1,4-3-3,70,70,69,75,71,71,70,b73e4c60-2b0b-54e0-b8b8-ef6d4fcf3c8d|29eecfde-7750-50c2-8ecb-75c235d00fba|9bb94f19-02aa-57a4-b603-6ba5d2e3fc41|1b0d819c-ae42-5c2a-aa00-8f79b672ded2|1ebc2bcc-f4ab-54c3-966e-abdbc3854d46|128e7d1e-27b3-5d1a-9601-7225b011cc5e|3468dc1b-e207-54c8-a68b-79c5a57c9d9f|a3ce4497-93f0-56b0-b652-b5e9c04e6cd3|772a4e09-61b9-529e-895a-70860c125886|0c667344-4199-5b34-9f5f-d67f61263d87|c8f943b6-b4e0-5609-a560-0f0d624926ff,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.647,0.353,true
mexico,MEX,rating-model-2026.06.24-v1,4-3-3,70,70,70,74,71,71,71,57f6d205-ed0b-56c8-a2ee-f410e88db10e|3745a694-eb3d-50fe-934c-f93c5e408f4c|820e7e9f-332d-5e20-8aa9-34555d4b9983|ae24833e-c5dd-5977-b1a3-21caa6fecaf1|5710bbd3-8daa-5d5c-ab01-87c940673fae|694635d6-d81f-5c20-97ef-48252063fe86|10d3607d-1563-50fc-95bc-a3784955b144|ebe264fb-28c1-5426-857c-21d9ffee9d97|323675bd-2918-5c38-b5b6-5e4f0248cb3b|d327c94b-ce46-50c1-b6c8-3c087cc93645|4d24f300-14c4-5ec6-9460-a9957a5b7e16,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.662,0.338,true
morocco,MAR,rating-model-2026.06.24-v1,4-3-3,70,70,70,77,71,72,71,7cfeea61-7185-5495-b508-8ee096dd4885|9306d483-1c76-5a66-bcb3-9a0b1756b035|a2025baa-a8d4-5c7a-9880-0c4fd404ee9d|077f017b-3ddc-51e8-a8e5-bf2ad7d70d72|18e33736-513a-5dcb-af08-379eabcc8c4f|4118eb4e-9168-5dd4-b326-7f75a7e49229|496806b4-84a7-5170-b335-3f59ef4ea745|a57d0a8c-9f01-59e9-a9f0-9733dbbb05a7|98fa4bd9-86a3-5730-920c-7e0f016013c1|d5a0c263-28f1-54e3-aee8-a11115ecbe39|99dfbb87-405b-5318-bad9-23bd07eb741f,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.649,0.351,true
netherlands,NED,rating-model-2026.06.24-v1,4-3-3,71,70,70,75,71,72,71,41676441-e6e3-5323-a50f-c317ef629ba5|0c87b200-7ca6-58b2-b05e-201fa3a1bbd1|bda9cbe4-80b1-5cd7-8c2a-735969f323a9|2365c5eb-987d-519e-b46e-d129e4397fa3|6ea828ff-9b72-5f50-a50b-3ca73e09e3b1|44ccc5a5-f77f-5572-acba-012d5fbe475f|4c417572-b445-5368-817c-6845ad1f9579|8ff372e7-68aa-5015-9a88-96afc51b34af|622504c2-5aed-5d51-86c3-8fa0af9de1df|1d51e2a8-0ff1-5249-8323-73e1c74a245f|714131fb-60e9-5914-af58-b06a1b5d46da,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.664,0.336,true
new-zealand,NZL,rating-model-2026.06.24-v1,4-3-3,67,68,67,72,68,69,68,fa17e339-ee0c-57cc-8e6f-9dc16377fe51|2c42614b-16d4-528a-aa49-e58dade96ac0|3f548b59-5734-5c10-bcfd-17d1c483408f|3227bf3f-ac77-5af7-a46f-acb7896d5da0|9e275022-ec0f-585b-be69-00d1d3e2dc9e|1ae3a561-f399-5328-b2b2-d4ffc6e3f096|2a8de1d1-6e25-5f51-8f7d-184a91b49af2|8808ae79-8501-5415-bb32-2101af412481|06e49c25-944b-5d42-8ce8-8d66c5fcc6b5|e0107da3-98f0-54e4-b1fe-25417e2e0810|168caee7-00f0-5bcc-ac82-a81a3c66df13,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.627,0.373,true
norway,NOR,rating-model-2026.06.24-v1,4-3-3,70,70,70,75,70,72,71,8ee5ce72-c9bc-5cfc-82ba-d2d35c2fa52b|d1ad5418-ac6d-5835-aed3-29bc24cc48ef|44d9828f-a45f-5fa3-8af6-150a92703f57|d8ca5836-fa21-58ad-8efa-c9f9522a186d|02a40f79-8375-5996-ba05-871c6a2f540c|65014744-4e2a-57ad-a57f-93c76e18c765|4d8b7551-70f1-5caf-a24d-6fd98384e980|d526f2b8-2e35-5c10-904c-bfdc9efc44dc|7ab8dfb8-318a-59e2-8c88-3359ac8ff8e2|a2c97684-f52c-5ba9-bd82-74a9740c1737|625e070a-d110-5628-9c54-d2c788b3208d,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.651,0.349,true
panama,PAN,rating-model-2026.06.24-v1,4-3-3,69,70,70,76,71,71,71,e823fb06-8490-58d6-9b0f-673e68630ff6|180b143e-aaf3-542d-b8c3-f8606032719d|1d26105e-393d-511a-88df-7d2d7ac369b8|27965ea6-5f0c-59ba-ab8b-ca9710877dcd|362cb14c-2d2b-5541-b28c-5d02432020de|17c8d308-3528-5a4e-8d30-25e0778ec4c6|3af3a875-6120-5037-a3c1-0d5aeaf168fc|f5aac770-8abd-5423-8ece-a708efc6a6ab|a789d7f5-d8d1-5403-9ef9-d78f28e78ec0|c58b1899-8933-5993-8f3c-5022a87fbbf2|860dd531-c5b8-568b-b970-435acf555272,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.662,0.338,true
paraguay,PAR,rating-model-2026.06.24-v1,4-3-3,67,68,68,72,69,69,69,2853c21d-34fc-588b-a1e1-431886478cbc|fea7cb45-2696-5322-ae86-3f21f55c642b|32447ec8-853e-59a6-b16a-698f0be521aa|8018dc1d-8166-5fe6-baa9-ac4842fe0296|9926c6aa-dd5b-5d67-8326-8695f1166e07|52e034f0-fc4b-5b3c-aaf4-2add8c558ac1|9545cf5d-2627-5f81-9a0e-bc03d9ab0c78|c5d0b8da-60c6-50c0-8af4-ef4de11f0b66|3a4d5f08-8a83-5f8e-a6fa-d1d1195cccb4|409027bf-2064-5156-a120-8d7f17161884|860ffe76-8b9a-5502-9b3e-f1d71776774e,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.637,0.363,true
portugal,POR,rating-model-2026.06.24-v1,4-3-3,71,71,70,76,71,72,71,588f4af6-3e86-57ad-a2c3-61f99fa1c3b8|596521f6-9990-55e4-aff6-bb3aa4a77eeb|7a2acad2-099f-533f-988b-32b594e94c25|3f8beaf4-3ddb-5848-b42f-d82420208d1d|53d187cf-f555-5aca-a1dc-f64b664847e7|46a1d709-8109-5f5b-b539-55d2ef2c1542|471001db-5df1-5703-85b9-0dddfe6c9d2a|ef8b0f3f-afa3-5a32-871c-5b758dcbe246|d354fc71-dfe4-53a9-b409-3edc76118401|1335db7d-5bf3-5e9a-99ed-98969735ecbe|f73899ef-c170-51e3-8356-ebb8e5a62b93,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.673,0.327,true
qatar,QAT,rating-model-2026.06.24-v1,4-3-3,69,68,68,74,69,70,69,96e72975-82a6-568f-89c2-683fc26d5720|671c650b-5a2d-55e1-970f-9c8269ab7610|7d0f4543-7e37-5721-8f98-d2b62f24204c|e5abad05-6049-5183-8c4a-09bf63c9c7d3|9dd4c24d-280c-5cc9-a577-df4229dec14b|882fb674-5e01-5d5d-a135-d3c75e314166|a22427ca-cf29-5e5c-86f9-ced0c4d08eb7|ec4b5cb6-6955-502e-8bfc-4fd9cdc6c0c4|13f781d6-a3e5-592b-a7cb-3b88434b4350|d7886cc2-1167-555f-a6c3-ed85836b6acb|7d03af46-013d-5577-a3f5-1d7d9dfc6652,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.638,0.362,true
saudi-arabia,KSA,rating-model-2026.06.24-v1,4-3-3,68,69,68,73,69,70,69,df5b964a-d4f9-5998-b72c-049975796fed|0b655254-68e0-53de-871d-a1f8d0af0994|9efcfb5a-2c8e-5b9b-8e14-ea8ff7009717|072e5a76-c5c4-5477-a691-ec3e22988122|0eaa8d40-1a7c-591b-966e-a70bf34152fa|5bebe447-ec68-5727-b3a1-a3200a02b045|c136f2ce-620d-548e-97c9-e4565663f958|3be9d283-0ce2-56fe-b94d-29aa4db9489b|2c50c0f0-c5a4-5591-9e7c-46e0c37e2320|7a4f1120-3cb9-5c10-bfa6-02da97621614|3771b1b1-365a-56d7-8cb8-a3cb53095f0e,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.636,0.364,true
scotland,SCO,rating-model-2026.06.24-v1,4-3-3,69,70,69,75,70,71,70,f531a5d6-4ccd-532a-a801-04eb7b163a0c|00ee2f80-293d-54ff-a52c-155ed2adcec3|1410c9f6-1ced-5875-93fc-14bbda155844|48a7c069-4753-5fb5-9399-379fb7cb86af|1fbcb32c-7470-5e5d-a585-6518c0b5bb19|f96be824-56af-55be-8b79-7bb7bed28d9f|82813271-9c38-50c4-95c0-efe4da9425bb|4c4b6f49-f519-5995-8ab0-23c7f66429c0|1033d94a-3c12-5466-a50e-85842c4af5fd|12fd5f8b-74f7-5989-97a6-353a2cfb89e1|5078f5c2-51e4-535f-8ab2-f9823a6f4cb8,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.645,0.355,true
senegal,SEN,rating-model-2026.06.24-v1,4-3-3,70,70,70,76,70,72,71,5e3c3b04-5427-5031-8722-9b6afabdf2d4|a1383bd9-df13-5fc4-bc84-546790ed1706|c5caf240-7cbd-5ec2-aa75-fdca16b4d99a|45192ca3-a5b3-5411-9dba-63159a8e0086|b600b039-17e5-55a5-8b0a-46cade20505a|4b90778e-4f1e-5c23-a61c-859589448567|228e5d5f-4cfa-552b-9af4-b6b0bd60338b|34f1d1ce-639c-5b14-a78d-a42cb6fae4ab|8f119adb-00d6-5008-95a4-c6ca937fd53c|438206d3-0cdc-53c3-bd4f-009db27ee542|2bb0a933-fc34-5f4a-8aa0-2c35e7a95754,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.661,0.339,true
south-africa,RSA,rating-model-2026.06.24-v1,4-3-3,68,68,67,73,68,69,69,e9957f02-7cc7-562d-b8fa-c953cec833ef|09e33ae2-b910-55a4-baa6-6f02c8339b7c|05dc5015-4e8e-55d9-afdd-d26a8929374d|58c6093c-f097-5855-afcb-5df2a5de20f6|7558cc62-2b33-50ea-9bd1-843abaa0bc6e|b4007106-407b-5f26-9eb1-7d3853a15a83|fc410b9a-5b69-521e-adf4-bf11f5e916eb|5527e242-007d-5881-9b00-1e011b31d078|a2b28252-68cb-51ee-9cb1-4704421c4ab7|a96ad3b7-8220-5dbc-a295-64adf432f3c1|90f023e5-a9a4-52e5-95bf-ac6f03c8201a,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.617,0.383,true
spain,ESP,rating-model-2026.06.24-v1,4-3-3,71,71,70,77,71,73,72,62ffb7f3-48e7-5e90-8149-9e8e35b19799|3570ab57-1ddd-5091-b260-f4cde00ea89e|b0c25c02-b0a4-5b84-8fae-dad8399b9264|b7214c2f-6c31-53f8-a586-af66ca92edba|c93f28fc-0e04-55ea-8213-c05480d98acd|27149956-eadf-517b-80c0-6d816e511bbd|e459e062-0781-56d5-93bb-9fba975bda24|c5333063-6fc8-52ed-9059-285c89f2ccc0|7aa78b4a-52a6-5995-9789-fa03f1cc88af|ba33a86e-c367-58a3-b006-8b100222bcb4|f02cfaf9-9356-5c35-a7de-9bfd9f0849d6,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.674,0.326,true
sweden,SWE,rating-model-2026.06.24-v1,4-3-3,69,68,69,72,70,70,69,12a2edc4-d0c9-5490-8934-1475629b040b|44e358a6-dc40-5b1b-9e19-67005f860c6e|f336ac24-7931-56f9-a597-f8e0b9237758|2106ebaa-5e6d-57db-914a-1fc1f4c9cb18|4930900e-b399-5835-bb16-15dc70e46d77|43c86116-f59a-5075-adf2-c6d403b4aad6|41bdeeca-6576-548f-bc13-10909200b89f|d035e8b1-ee09-5de7-973b-9790c68c367d|93547036-e4c9-591f-b33a-33665bcf874b|ac87f4ff-ac68-5bc3-890a-732d10168ce1|68d658b6-91d8-5c28-8a66-f5b885c94ca1,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.632,0.368,true
switzerland,SUI,rating-model-2026.06.24-v1,4-3-3,70,70,70,75,71,72,71,590cfde7-834d-5335-b4bb-c78f6920f968|0013fff9-3d02-57f4-9ad2-0aedbd8816c0|93047529-d1a2-5251-97af-80ef48480f1b|3de58fa6-6490-5970-a8c5-19696a886276|8a0799c4-e24a-5bfc-8a59-51bc6825ab8f|c626008c-35cc-5275-9243-535695f6208e|cc13c998-a3cf-56d8-a984-9ab8cca4e7fd|00b18f2f-1c7b-5ffb-8d19-f5bb34223848|10f488ce-55d6-55c3-a187-dd637d15c22b|cb434dae-4e2e-536b-9a7c-7ec02834e4c5|b51a534e-11ab-5193-900a-29ad6d290485,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.661,0.339,true
tunisia,TUN,rating-model-2026.06.24-v1,4-3-3,68,69,69,74,69,70,69,3192bdf7-953f-5fbc-b515-386db3189173|4fd07c1c-fc38-5ae9-8718-0335b33e3b74|87f0e1a4-1459-54f1-9c6a-c7df04143395|dec0f99f-2f49-56ad-95f4-d1733bc7b4a5|d1cde7b5-f6de-5445-85df-2d93ce68aa24|47eb0265-27ec-5b50-8c72-3dceaba3d81b|dc33942c-d8e1-5138-a0f8-69adbf920e01|3cb4169a-16d3-5385-9efd-173d9d469db2|abeeb82b-2615-5f80-82c7-52321abbdc34|1b813d66-67ba-5ab1-a549-a3407f6eb2bd|4d4c1a8d-a371-5919-93c8-2884b27fe6b8,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.626,0.374,true
turkiye,TUR,rating-model-2026.06.24-v1,4-3-3,69,70,70,76,71,72,71,7f5cc162-507c-5dcf-8dd3-894b417116f3|28e3cf9e-ee9b-5cd7-b5dc-84e9a60deaa0|90f0036d-1e3e-5298-beb0-eb44937f13f5|dca0b2b0-94ec-5fa6-b966-e44d42ac693a|5b0a158d-3f17-5460-abf7-b3bbbce0e01c|56238961-27ba-52da-92be-4d5e1f717c09|1c25b5e8-8b6b-59e8-96bb-4b5120ed152c|850d26d4-dd78-5f3d-92e4-cc54426967b3|16a2d65a-5f38-562f-b707-15d3a269bbea|3898fb8c-07e9-5d52-8787-f4ac9c3ca37c|89b6ca83-74ad-5aef-a95a-4c05b2312786,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.667,0.333,true
united-states,USA,rating-model-2026.06.24-v1,4-3-3,70,70,70,76,71,72,71,9eb99ac9-b958-5f4b-97a0-1c76e2aa45f7|31b8f0fc-bc9c-5469-a440-9b5e5133a0fa|3223bbd7-8298-55a2-927c-30cbf2869f57|85552119-8839-5810-be65-1ee7ff5d2419|bb5cff86-a7a0-56fa-801a-83f257cd86cd|0f88b532-5c8a-57cc-98f6-08f671050509|bc327739-6c9d-55c4-b4da-132227c28417|5fd90e7f-b40d-55f9-8cb2-87d3b744f85d|895f257c-ee6d-5004-9eca-4111e46d55ff|474a2210-9178-5b83-a0b4-96a45acaf7fd|53b173d9-429c-57fc-8b74-f18c97138b56,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.669,0.331,true
uruguay,URU,rating-model-2026.06.24-v1,4-3-3,69,71,70,75,71,71,71,2ffd9d15-62b8-568f-aece-b5b94c8178c2|ac3b574a-e7d1-5d63-b1ce-fbebaa1fde3f|20052d39-77f6-5606-a943-510089dc90a0|681cccf1-a693-5336-bf07-1df64aecb49d|f37087bc-d341-5182-8577-9b9d309196ef|15b33257-900c-5be3-806c-e90d9eefcc6c|652fdd5e-8398-5aa9-9037-6a7fe16d249e|866a3365-22f7-597c-b41f-6ec63d171fa1|8804a489-f8c8-5c96-9fa1-d4a4a4d5ea97|07aa22ca-3694-5563-9dda-179b9c3ded2d|f06516c2-866b-5a33-bc8a-95e5589181c2,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.664,0.336,true
uzbekistan,UZB,rating-model-2026.06.24-v1,4-3-3,68,69,68,73,70,70,69,b888167d-3eeb-581b-81fe-1de329204b6e|0a44613e-6287-52d4-b2e0-445b948e5d70|1e3192b8-487d-5872-ae86-c9fa07a19aaf|938bf191-0e5e-5bb4-9b8c-7b3cd7eeba33|c53d746e-2a9f-554b-b1c1-38c6a536bf53|b2b9c30f-42d8-5fbe-99fb-baed1e5ad237|c152a436-3283-52b1-9d6d-6df357f8199c|34a4beaf-830d-56c0-8859-15e279c3c954|645527fd-e920-5c58-a9c2-b29c92041d10|57b0e893-7ad1-5532-ac88-2c997923ccb7|101dbf0a-d102-5573-b811-b7d6a4a2382c,GK|FB|CB|CB|FB|DM|CM|AM|WG|ST|WG,0.64,0.36,true
